relcount_1,relcount_2,relcount_3,relcount_4,relcount_5,relcount_6,relcount_7,relcount_8
82.419401,140.741192,175.514223,127.019927,169.532734,74.328276,107.724354,187.246296
1.351138,5.413123,0.964364,1.032682,44.683046,50.487131,199.911542,1.940376
1.351138,2.706561,0,0,1.314207,2.804841,0,1.940376
5.404551,9.472965,10.608002,4.130729,6.571036,1.40242,13.465544,25.22489
0,5.413123,1.928728,0,0,0,1.035811,0
1257.909222,1751.145214,2841.015938,1398.251875,1548.136126,929.804657,1118.675985,1845.297693
14616.607915,10822.185684,17951.633295,21702.851856,26653.43698,11059.486462,24479.323657,16259.381719
1507.869702,1254.4912,991.36605,1420.970887,1524.480395,2082.594141,1189.111139,1124.447963
166.18994,334.260331,256.520787,268.497406,320.666566,336.580871,213.377086,437.554816
1333.572935,1741.672249,8049.545158,2811.993986,1638.816425,987.303889,4686.009403,2333.302287
7492.058688,6867.899505,14191.578596,8346.138594,4894.107752,4815.9113,7688.825773,6431.376658
24.320479,39.24514,27.966552,32.013152,24.969938,42.072609,21.752033,25.22489
28.373892,43.304982,63.648015,54.732164,42.054632,29.450826,29.002711,51.419967
14.862515,27.065614,46.289465,35.111199,23.65573,21.036304,11.393922,35.896958
529.645988,1323.508516,1247.886838,940.773603,1064.507862,361.824437,243.415608,879.960572
3641.31617,8137.276793,3456.280082,7493.142989,10629.308136,6542.290685,13357.819908,6795.197181
139.167186,189.459297,88.721475,169.359902,110.393408,130.425088,263.096019,158.140654
443.173174,709.119082,402.139731,507.047024,391.633757,423.53093,461.971749,441.435568
762.041677,1184.120604,687.591434,730.106408,548.024418,608.650409,720.924524,757.716876
787.713294,1396.585673,704.949983,788.9693,594.021671,674.564163,816.219144,834.361733
0,0,0,0,0,0,0,0
2.702275,2.706561,1.928728,2.065365,0,1.40242,1.035811,1.940376
0,2.706561,2.893092,2.065365,0,1.40242,0,1.940376
1326.817246,1747.085372,1950.908093,1399.284558,1402.259122,1093.887832,654.632613,1973.362517
1209.268264,1761.971459,1861.222254,1234.055385,1503.45308,737.673076,1151.82194,1677.455158
37131.966973,56808.016835,57533.948019,53805.84746,42655.224302,31426.836434,47805.789563,50142.22957
1221.428504,1157.054991,1773.465143,1379.663593,1169.644441,896.14657,366.677128,1628.945755
2.702275,4.059842,2.893092,6.196094,5.256829,1.40242,2.071622,5.821128
14.862515,13.532807,9.643639,6.196094,6.571036,8.414522,13.465544,4.85094
16.213653,23.005772,22.180369,23.751694,13.142072,22.438725,7.250678,37.837334
6.755689,12.179526,8.679275,7.228776,5.256829,12.621783,4.143244,6.791316
4268.244075,3732.348145,5248.068138,3899.40848,2845.258669,3675.743598,1291.656438,6655.4901
525.592575,928.350554,1030.904969,1089.479859,410.032658,468.408379,361.498073,685.922959
13.511377,14.886088,28.930916,19.620964,48.625668,12.621783,44.539877,20.373949
6.755689,2.706561,5.786183,4.130729,1.314207,5.609681,12.429733,5.821128
6.755689,2.706561,5.786183,7.228776,3.942622,9.816942,9.3223,5.821128
33.778443,41.951701,32.788371,35.111199,70.967191,39.267768,95.294621,43.658463
22.969341,21.652491,10.608002,33.045835,110.393408,71.523435,483.723782,37.837334
14.862515,1.353281,8.679275,1.032682,0,1.40242,0,0
0,1.353281,2.893092,6.196094,3.942622,7.012101,9.3223,7.761504
0,2.706561,1.928728,0,0,0,0,0
12.16024,12.179526,16.394186,23.751694,14.45628,12.621783,8.286489,21.344137
14867.919532,15459.878611,17772.261616,13399.053237,17481.584671,12182.82512,13200.376621,31130.424321
195.91497,278.775822,144.654579,276.758865,131.420724,130.425088,190.589242,344.416762
83.770539,108.262455,94.507658,101.202868,48.625668,54.694392,93.222999,115.452379
41.885269,73.077157,148.512035,71.255081,55.196704,33.658087,35.217577,99.92937
17.56479,40.598421,36.645827,36.143882,9.199451,9.816942,25.895277,20.373949
2.702275,5.413123,2.893092,2.065365,1.314207,0,5.179055,1.940376
3785.887907,4070.668318,4004.038756,3010.268993,5896.847874,3677.146019,3746.528738,3125.945933
3444.050062,3909.627915,3595.148478,3175.498166,4645.722584,3615.439526,2731.433863,2539.952344
178.35018,255.770051,215.053141,192.078913,540.139175,199.143682,473.365671,233.815323
199.968383,257.123331,231.447327,176.588678,458.658326,155.668653,393.608217,208.590433
4257.434973,5944.962074,5619.348225,5046.718549,4125.296518,3506.050742,3958.870013,5607.686994
174.296767,305.841436,249.77024,257.1379,404.775829,143.04687,539.657582,398.747293
197.266108,346.439857,270.986245,267.464724,428.431559,152.863812,499.260949,406.508798
127.006946,188.106016,115.723663,149.738938,244.442546,100.974261,297.277785,163.961782
486.409581,828.207783,814.887464,306.706652,1283.980471,301.520364,1426.311881,747.044807
971.468025,1802.56988,1380.969051,561.779188,3126.499018,612.85767,4016.875434,1746.33851
11119.863481,13002.320876,14781.76928,12402.514788,14075.159512,14077.494941,10934.021941,12628.937993
20.267066,48.718105,18.322913,22.719011,73.595605,28.048406,53.862177,47.539215
4.053413,1.353281,5.786183,2.065365,13.142072,4.207261,17.608789,7.761504
3454.859164,5515.972095,5081.23319,4779.253825,7208.426697,2768.377666,10549.736024,8560.939453
13.511377,14.886088,16.394186,14.457553,14.45628,5.609681,11.393922,18.433573
63.503473,104.202613,84.86402,72.287763,61.76774,95.36458,61.112855,108.661063
109.442156,193.519139,168.763676,163.163808,331.180224,138.839609,201.983164,374.492592
0,0,0,0,0,1.40242,0,2.910564
2.702275,6.766403,6.750547,10.326823,3.942622,5.609681,5.179055,6.791316
18.915928,37.891859,40.503282,20.653647,30.226766,26.645986,76.650021,36.867146
5137.025632,8757.07935,6360.944035,5803.674697,10563.597774,7587.093806,13371.285452,5555.296839
33.778443,46.011543,70.398562,18.588282,94.622921,26.645986,200.947353,107.690875
428.310659,285.542226,398.282275,227.190113,345.636503,203.350943,695.029246,578.232085
204.021797,369.445629,435.892466,242.680348,611.106365,269.264697,861.794833,310.46018
12195.369111,11918.343043,13355.475128,14108.505998,11181.275175,9847.795325,10012.150064,12394.152483
4270.94635,6043.751565,6020.523592,4043.984006,8909.010862,4515.793356,5522.94477,4851.910494
72.961437,93.376368,76.184745,88.81068,80.166641,67.316174,38.325011,81.495797
12.16024,14.886088,2.893092,8.261459,9.199451,8.414522,22.787844,11.642257
10.809102,10.826246,4.821819,7.228776,15.770487,7.012101,22.787844,14.552821
9.457964,56.837789,57.861832,23.751694,59.139326,29.450826,12.429733,36.867146
6.755689,5.413123,7.714911,8.261459,6.571036,11.219362,12.429733,18.433573
1.351138,2.706561,0.964364,3.098047,2.628414,1.40242,4.143244,2.910564
6.755689,1.353281,3.857455,4.130729,3.942622,0,7.250678,4.85094
4.053413,20.29921,4.821819,9.294141,3.942622,12.621783,19.680411,11.642257
2021.302037,4103.147054,3055.104715,4555.161759,2656.012827,2096.618344,1980.470818,1903.508976
13.511377,13.532807,15.429822,14.457553,7.885243,5.609681,22.787844,19.403761
1.351138,1.353281,2.893092,7.228776,2.628414,1.40242,1.035811,6.791316
13.511377,14.886088,14.465458,8.261459,11.827865,14.024203,17.608789,23.284513
22.969341,16.239368,5.786183,2.065365,7.885243,11.219362,13.465544,9.701881
144.571737,185.399455,171.656767,213.765242,164.275905,164.083175,216.484519,258.070024
5.404551,33.832017,17.35855,25.817058,157.704868,19.633884,140.870309,45.598839
533.699402,571.084451,300.881525,625.805492,1032.966889,977.486947,738.533312,472.481586
43.236407,69.017315,31.824007,65.058987,93.308714,50.487131,56.96961,66.942976
44.587545,71.723877,73.291654,90.876045,98.565543,74.328276,150.192609,93.138054
8.106826,12.179526,14.465458,9.294141,7.885243,4.207261,5.179055,16.493197
4.053413,8.119684,6.750547,0,2.628414,4.207261,1.035811,9.701881
64.854611,143.447753,77.149109,99.137504,52.568289,71.523435,304.528463,82.465985
77.01485,202.992104,163.941857,132.183338,190.560049,107.986363,292.098729,295.907359
9.457964,9.472965,6.750547,18.588282,15.770487,1.40242,6.214867,20.373949
0,1.353281,1.928728,1.032682,1.314207,0,0,1.940376
4.053413,6.766403,3.857455,2.065365,2.628414,4.207261,0,4.85094
214.830898,300.428313,378.994998,236.484254,153.762247,178.107378,294.170352,500.61704
10.809102,18.94593,27.002188,12.392188,30.226766,14.024203,74.578399,63.062224
10.809102,66.310754,23.144733,22.719011,57.825118,16.829044,41.432444,61.121848
14.862515,13.532807,7.714911,15.490235,31.540974,33.658087,35.217577,17.463385
13.511377,54.131228,39.538918,32.013152,291.754007,11.219362,114.975032,17.463385
737.721198,1106.983605,642.266332,983.113579,822.693731,660.53996,857.651588,1607.601617
1.351138,1.353281,0.964364,1.032682,2.628414,1.40242,4.143244,1.940376
0,0,0,1.032682,2.628414,0,6.214867,0.970188
18.915928,17.592649,8.679275,24.784376,13.142072,12.621783,17.608789,25.22489
70.259162,66.310754,50.146921,82.614586,61.76774,39.267768,41.432444,55.300719
9.457964,52.777947,37.610191,10.326823,11.827865,16.829044,13.465544,55.300719
12.16024,10.826246,6.750547,9.294141,19.713109,5.609681,9.3223,5.821128
1.351138,9.472965,4.821819,3.098047,13.142072,14.024203,16.572978,6.791316
5.404551,2.706561,1.928728,16.522917,7.885243,2.804841,5.179055,9.701881
14.862515,36.538579,15.429822,22.719011,102.508165,11.219362,112.90341,26.195078
71.610299,105.555894,107.044389,54.732164,201.073707,133.229928,159.514909,152.319526
70.259162,100.142771,103.186933,48.53607,207.644743,129.022667,167.801398,148.438773
0,2.706561,0.964364,3.098047,6.571036,0,1.035811,1.940376
0,1.353281,0,0,3.942622,0,4.143244,0.970188
4.053413,6.766403,8.679275,1.032682,1.314207,2.804841,2.071622,0.970188
40.534132,27.065614,31.824007,26.849741,39.426217,49.08471,33.145955,37.837334
8.106826,8.119684,5.786183,9.294141,2.628414,15.426623,0,2.910564
4.053413,2.706561,2.893092,2.065365,11.827865,4.207261,8.286489,10.672069
314171.948489,230486.7074,280072.481588,249367.998414,174443.926063,256383.466587,207574.472228,249790.439379
2.702275,16.239368,1.928728,1.032682,21.027316,4.207261,16.572978,8.731693
7470.440484,10861.430824,9831.689575,10804.955223,11643.876123,7609.532531,10299.069738,11964.359171
22.969341,21.652491,15.429822,13.42487,28.912559,16.829044,50.754744,16.493197
44.587545,46.011543,42.43201,38.209246,84.109263,47.68229,49.718933,50.449779
28.373892,29.772175,34.717099,26.849741,18.398901,19.633884,21.752033,33.956582
6.755689,21.652491,18.322913,18.588282,11.827865,7.012101,6.214867,12.612445
17.56479,9.472965,14.465458,15.490235,57.825118,4.207261,20.716222,17.463385
4.053413,13.532807,15.429822,18.588282,24.969938,4.207261,7.250678,9.701881
5.404551,5.413123,2.893092,19.620964,5.256829,4.207261,5.179055,7.761504
24.320479,20.29921,17.35855,43.372658,15.770487,15.426623,21.752033,25.22489
81.068264,83.903403,61.719287,37.176564,59.139326,92.55974,40.396633,56.270908
8.106826,23.005772,9.643639,15.490235,17.084694,12.621783,25.895277,12.612445
976.872576,1142.168903,958.577679,1260.905125,1240.611632,890.536889,1373.485515,1092.431757
1.351138,2.706561,10.608002,0,5.256829,1.40242,13.465544,1.940376
189.159282,300.428313,419.49828,219.961336,286.497178,144.449291,204.054786,509.348732
25.671617,47.364824,30.859644,26.849741,85.42347,26.645986,51.790555,38.807522
33.778443,37.891859,26.037824,17.5556,35.483595,53.291971,58.005421,33.956582
31.076168,40.598421,35.681463,35.111199,24.969938,61.706493,11.393922,22.314325
13.511377,31.125456,6.750547,39.241929,27.598352,42.072609,32.110144,52.390155
20.267066,13.532807,11.572366,17.5556,14.45628,29.450826,11.393922,3.880752
1.351138,6.766403,4.821819,4.130729,14.45628,2.804841,9.3223,2.910564
0,0,0,0,0,0,0,0
59.45006,21.652491,45.325102,26.849741,52.568289,37.865348,101.509488,93.138054
4.053413,5.413123,5.786183,8.261459,2.628414,1.40242,6.214867,9.701881
0,0,0,0,0,0,1.035811,0
468.844791,667.167381,500.504844,455.412908,600.592707,426.33577,622.522469,490.915159
5.404551,14.886088,6.750547,16.522917,3.942622,2.804841,1.035811,11.642257
0,4.059842,0,0,3.942622,0,1.035811,0.970188
9.457964,10.826246,7.714911,14.457553,5.256829,7.012101,5.179055,5.821128
0,0,0,0,0,1.40242,0,1.940376
2.702275,1.353281,2.893092,2.065365,3.942622,1.40242,5.179055,0.970188
8.106826,16.239368,8.679275,24.784376,30.226766,5.609681,30.038522,10.672069
9.457964,4.059842,9.643639,26.849741,14.45628,8.414522,17.608789,35.896958
9.457964,10.826246,14.465458,28.915105,6.571036,5.609681,6.214867,27.165266
2.702275,1.353281,0.964364,4.130729,3.942622,4.207261,4.143244,1.940376
13.511377,24.359052,8.679275,32.013152,24.969938,25.243565,49.718933,9.701881
174.296767,290.955349,291.237886,346.981263,352.20754,279.081639,426.754172,513.229484
12.16024,44.658263,14.465458,33.045835,27.598352,42.072609,46.611499,20.373949
2994.1212,541.312276,1193.882461,2619.915072,935.715553,2855.327725,3318.738755,958.545805
3002.228026,584.617258,1277.782117,2652.960907,927.83031,2862.339826,3243.124545,946.903548
2.702275,13.532807,4.821819,7.228776,13.142072,8.414522,9.3223,6.791316
2.702275,9.472965,9.643639,5.163412,3.942622,1.40242,9.3223,5.821128
170.243353,16.239368,3.857455,5.163412,155.076454,117.803305,229.950064,2.910564
5.404551,2.706561,1.928728,4.130729,11.827865,1.40242,13.465544,6.791316
6.755689,17.592649,4.821819,0,1.314207,1.40242,10.358111,8.731693
1.351138,1.353281,0,1.032682,0,1.40242,1.035811,0
27.022755,44.658263,18.322913,19.620964,17.084694,15.426623,37.289199,15.523009
1380.862755,1659.122127,1479.334165,1462.27818,922.573481,653.527858,700.208302,2064.560194
14.862515,17.592649,17.35855,7.228776,5.256829,12.621783,18.6446,33.956582
274.280958,215.17163,212.16005,263.333994,128.792309,228.594508,88.043943,265.831529
21.618204,40.598421,21.216005,42.339976,17.084694,9.816942,41.432444,28.135454
4.053413,5.413123,9.643639,13.42487,6.571036,4.207261,2.071622,8.731693
17.56479,12.179526,5.786183,13.42487,67.024569,53.291971,149.156798,14.552821
81.068264,200.285542,201.552047,129.085291,168.218526,131.827508,278.633185,216.351938
2.702275,5.413123,0.964364,1.032682,2.628414,2.804841,1.035811,0.970188
2.702275,5.413123,12.53673,4.130729,11.827865,4.207261,1.035811,9.701881
4.053413,1.353281,7.714911,8.261459,5.256829,2.804841,3.107433,2.910564
1767.288145,2341.175595,1850.614252,2048.841743,1424.600645,1344.921065,1238.830072,2136.354111
13.511377,13.532807,11.572366,9.294141,2.628414,11.219362,7.250678,16.493197
2.702275,2.706561,3.857455,7.228776,1.314207,4.207261,5.179055,7.761504
5.404551,8.119684,5.786183,2.065365,26.284145,4.207261,14.501355,7.761504
2.702275,1.353281,5.786183,7.228776,11.827865,0,10.358111,4.85094
6.755689,14.886088,10.608002,5.163412,6.571036,1.40242,10.358111,4.85094
506.676647,767.310152,617.192872,648.524503,933.087139,779.745685,921.871876,682.042207
4.053413,6.766403,4.821819,1.032682,10.513658,4.207261,1.035811,6.791316
0,0,0,1.032682,0,0,2.071622,1.940376
10.809102,10.826246,9.643639,5.163412,34.169388,15.426623,11.393922,5.821128
82.419401,131.268227,113.794936,147.673573,89.366092,79.937957,67.327721,95.07843
241.853653,335.613611,267.12879,245.778395,279.926142,316.946987,341.817662,369.641651
0,0,0.964364,0,0,0,0,0
0,0,0,0,0,0,0,0
1.351138,0,2.893092,1.032682,0,0,8.286489,1.940376
4.053413,12.179526,7.714911,13.42487,19.713109,7.012101,3.107433,4.85094
4.053413,4.059842,4.821819,8.261459,3.942622,1.40242,10.358111,2.910564
9.457964,6.766403,5.786183,5.163412,5.256829,14.024203,3.107433,6.791316
851.216767,694.232994,813.9231,1443.689898,655.789411,695.600467,985.056353,1943.286687
0,0,0.964364,0,2.628414,0,1.035811,0
160.785389,188.106016,166.834948,209.634513,128.792309,131.827508,127.404765,240.606639
49.992096,86.609964,177.442951,113.595056,38.11201,103.779102,56.96961,71.793917
10.809102,25.712333,18.322913,22.719011,45.997253,33.658087,34.181766,19.403761
20.267066,31.125456,9.643639,17.5556,40.740424,36.462928,33.145955,12.612445
122.953533,113.675578,147.547671,158.000397,95.937128,82.742798,126.368954,140.677269
10.809102,48.718105,10.608002,14.457553,36.797803,19.633884,16.572978,14.552821
8.106826,5.413123,6.750547,2.065365,3.942622,1.40242,2.071622,7.761504
35.129581,58.19107,47.253829,44.40534,14.45628,25.243565,46.611499,52.390155
2.702275,14.886088,8.679275,5.163412,10.513658,14.024203,14.501355,14.552821
48.640958,36.538579,43.396374,55.764846,64.396155,32.255667,48.683122,44.628651
6.755689,10.826246,8.679275,19.620964,2.628414,7.012101,2.071622,5.821128
4.053413,8.119684,1.928728,3.098047,1.314207,7.012101,4.143244,0.970188
1.351138,5.413123,4.821819,8.261459,23.65573,8.414522,8.286489,11.642257
28.373892,46.011543,14.465458,16.522917,93.308714,30.853247,88.043943,5.821128
6.755689,1.353281,2.893092,2.065365,6.571036,2.804841,1.035811,2.910564
1.351138,2.706561,2.893092,8.261459,3.942622,8.414522,6.214867,3.880752
5.404551,2.706561,1.928728,4.130729,1.314207,7.012101,8.286489,9.701881
5.404551,1.353281,1.928728,7.228776,3.942622,7.012101,2.071622,4.85094
9.457964,20.29921,12.53673,20.653647,31.540974,7.012101,20.716222,19.403761
13.511377,14.886088,5.786183,8.261459,28.912559,15.426623,19.680411,6.791316
1.351138,0,0.964364,0,0,4.207261,1.035811,3.880752
8.106826,1.353281,10.608002,5.163412,14.45628,7.012101,11.393922,12.612445
4.053413,2.706561,5.786183,6.196094,6.571036,1.40242,1.035811,0.970188
175.647904,247.650366,130.189121,208.601831,304.896079,200.546102,304.528463,157.170466
2.702275,8.119684,6.750547,3.098047,21.027316,11.219362,9.3223,6.791316
6.755689,8.119684,4.821819,4.130729,5.256829,19.633884,10.358111,6.791316
2.702275,12.179526,6.750547,9.294141,28.912559,5.609681,24.859466,6.791316
4.053413,2.706561,5.786183,6.196094,28.912559,4.207261,20.716222,2.910564
104.037605,127.208385,53.040012,83.647269,198.445293,234.20419,187.481809,92.167866
12.16024,20.29921,3.857455,11.359506,9.199451,7.012101,18.6446,9.701881
14.862515,40.598421,24.109097,44.40534,34.169388,16.829044,22.787844,22.314325
18.915928,12.179526,14.465458,42.339976,17.084694,11.219362,10.358111,29.105642
145.922874,128.561666,108.008753,107.398962,111.707615,100.974261,132.58382,182.395356
5.404551,12.179526,0.964364,16.522917,5.256829,18.231464,14.501355,7.761504
4.053413,16.239368,6.750547,2.065365,2.628414,1.40242,9.3223,2.910564
8.106826,18.94593,6.750547,9.294141,13.142072,8.414522,12.429733,7.761504
0,0,0,0,0,2.804841,0,0
1.351138,5.413123,0.964364,4.130729,11.827865,9.816942,9.3223,3.880752
51.343234,59.54435,52.075649,40.274611,36.797803,44.87745,41.432444,69.85354
47.28982,47.364824,52.075649,47.503387,39.426217,42.072609,41.432444,59.181472
50079.919796,59542.997111,41700.057765,60753.734179,36026.362997,53442.030256,27543.252882,48725.755
43653.908774,53362.564196,37326.66765,55178.282278,33853.978434,48310.574389,25089.416393,44567.52897
632.332456,568.37789,293.166614,635.099633,908.117201,783.952946,458.864316,665.54901
6758.390903,8203.587547,4428.358855,8264.55669,2947.766833,5062.737272,2174.167493,7509.255594
55.396647,52.777947,39.538918,39.241929,48.625668,42.072609,32.110144,71.793917
10.809102,31.125456,11.572366,11.359506,22.341523,9.816942,31.074333,3.880752
16.213653,14.886088,5.786183,25.817058,14.45628,22.438725,11.393922,24.254702
6.755689,2.706561,5.786183,5.163412,5.256829,2.804841,2.071622,2.910564
8.106826,8.119684,0.964364,2.065365,34.169388,2.804841,17.608789,13.582633
16.213653,6.766403,32.788371,11.359506,5.256829,8.414522,14.501355,32.986394
1.351138,2.706561,5.786183,2.065365,0,4.207261,1.035811,4.85094
0,0,0,4.130729,0,1.40242,0,0
4.053413,4.059842,4.821819,2.065365,2.628414,1.40242,6.214867,1.940376
155.380838,219.231472,95.472022,153.869667,161.64749,133.229928,135.691254,162.021406
101144.818995,121088.849644,104844.674735,89211.361158,141980.378886,171968.984073,130841.586158,85358.115817
